expense_name,category,cost_in_rs,frequency,ground_truth_type,decision_time_sec,user_decision,correct
Medicines,Medical,4596,daily,need,1.03,need,1
Laptop EMI,Utilities,2879,weekly,need,2.31,want,0
Electricity Bill,Education,6872,monthly,need,2.56,need,1
Mobile Recharge,Utilities,3889,daily,need,2.34,want,0
Dining Out,Shopping,5062,weekly,want,2.37,want,1
Insurance Premium,Lifestyle,834,monthly,want,2.86,want,1
Rent,Utilities,3848,one-time,need,1.44,need,1
Water Bill,Housing,16695,weekly,need,1.24,need,1
School Fees,Utilities,736,one-time,need,2.74,need,1
Bus Pass,Education,19973,one-time,need,1.58,want,0
Online Course,Travel,1108,one-time,want,1.04,need,0
Snacks,Entertainment,2193,monthly,want,2.07,want,1
Concert Ticket,Travel,4580,monthly,want,2.04,want,1
Clothes Shopping,Utilities,1469,one-time,need,3.24,need,1
Fast Food,Housing,18192,daily,need,2.06,want,0
Hotel Stay,Education,14050,weekly,need,3.01,need,1
Salon Visit,Medical,4391,daily,need,3.15,need,1
Petrol,Travel,11552,weekly,want,1.97,want,1
Bus Pass,Travel,6920,daily,want,2.66,want,1
Rent,Lifestyle,1750,one-time,want,2.84,want,1
Streaming Subscription,Shopping,7554,daily,want,2.29,need,0
Dining Out,Lifestyle,2223,one-time,want,2.51,need,0
Mobile Recharge,Utilities,2236,daily,need,3.24,need,1
Taxi Ride,Education,17226,one-time,need,0.92,need,1
Party Expenses,Education,5928,one-time,need,1.93,need,1
Emergency Meds,Housing,10831,weekly,need,1.05,need,1
Online Course,Housing,17576,weekly,need,1.48,need,1
Mobile Recharge,Medical,2595,monthly,need,1.43,need,1
Party Expenses,Medical,3606,weekly,need,0.66,need,1
Concert Ticket,Utilities,960,one-time,need,2.72,need,1
Rent,Housing,12295,weekly,need,1.9,want,0
School Fees,Shopping,1819,daily,want,2.18,want,1
Taxi Ride,Entertainment,2256,one-time,want,3.45,want,1
Travel Tickets,Entertainment,1336,weekly,want,0.97,want,1
Medicines,Food,1907,weekly,need,3.4,need,1
Mobile Recharge,Medical,648,weekly,need,3.27,want,0
Internet Plan,Utilities,1312,daily,need,1.53,want,0
Laptop EMI,Lifestyle,2728,monthly,want,2.38,want,1
Hotel Stay,Entertainment,1813,monthly,want,1.89,need,0
Medicines,Utilities,3769,one-time,need,1.51,need,1
Bus Pass,Utilities,2785,weekly,need,2.71,need,1
Water Bill,Shopping,1264,one-time,want,2.27,want,1
Party Expenses,Medical,4202,monthly,need,1.34,need,1
Petrol,Food,433,monthly,need,1.97,need,1
Groceries,Food,159,one-time,need,1.38,need,1
Health Insurance,Travel,10264,daily,want,1.52,want,1
Fast Food,Lifestyle,1191,monthly,want,1.45,need,0
Fast Food,Medical,3522,monthly,need,1.86,need,1
Medicines,Medical,1953,weekly,need,1.95,want,0
Gift Purchase,Food,549,daily,need,1.79,need,1
Health Insurance,Medical,4672,monthly,need,2.36,want,0
Coffee,Entertainment,2605,weekly,want,3.03,want,1
School Fees,Shopping,981,weekly,want,0.86,want,1
Medicines,Entertainment,2728,monthly,want,3.36,want,1
Party Expenses,Food,2373,one-time,need,2.13,need,1
Coffee,Utilities,1921,weekly,need,2.66,need,1
Concert Ticket,Education,10304,weekly,need,1.06,need,1
Dining Out,Medical,1614,weekly,need,2.94,need,1
Streaming Subscription,Food,2164,one-time,need,1.0,want,0
Salon Visit,Education,4953,one-time,need,1.32,want,0
Internet Plan,Food,1838,monthly,need,2.8,need,1
Concert Ticket,Shopping,4097,daily,want,1.8,want,1
Medicines,Medical,4792,monthly,need,2.31,need,1
Electricity Bill,Travel,6430,monthly,want,2.68,need,0
Gym Membership,Food,1759,weekly,need,2.9,need,1
Gift Purchase,Housing,17981,daily,need,1.05,want,0
Water Bill,Medical,3793,daily,need,2.66,need,1
Phone EMI,Shopping,1948,monthly,want,3.17,want,1
Water Bill,Medical,4863,weekly,need,1.18,want,0
Concert Ticket,Medical,3905,daily,need,2.24,want,0
Water Bill,Housing,19422,monthly,need,3.24,need,1
Petrol,Travel,1242,one-time,want,2.11,need,0
New Sneakers,Lifestyle,2339,monthly,want,1.61,want,1
Taxi Ride,Lifestyle,910,daily,want,0.69,want,1
Dining Out,Education,14684,one-time,need,3.31,want,0
Health Insurance,Utilities,3177,one-time,need,2.19,need,1
Gym Membership,Lifestyle,415,monthly,want,1.12,want,1
Laptop EMI,Entertainment,1667,daily,want,3.29,want,1
Gift Purchase,Entertainment,2215,monthly,want,1.95,want,1
Online Course,Housing,10406,daily,need,2.8,want,0
Phone EMI,Utilities,3093,one-time,need,0.7,need,1
Movie Night,Utilities,1035,one-time,need,1.82,need,1
Movie Night,Travel,10561,weekly,want,0.71,want,1
Clothes Shopping,Utilities,3274,daily,need,3.32,need,1
Medicines,Entertainment,2786,daily,want,0.72,want,1
Bus Pass,Utilities,1682,one-time,need,1.78,need,1
Gift Purchase,Entertainment,1813,daily,want,2.05,want,1
Internet Plan,Entertainment,1703,one-time,want,0.59,want,1
Snacks,Education,8461,monthly,need,1.4,need,1
Coffee,Housing,5078,weekly,need,3.32,need,1
Travel Tickets,Entertainment,1600,daily,want,3.43,want,1
Taxi Ride,Medical,2756,one-time,need,3.33,want,0
Clothes Shopping,Travel,429,weekly,want,0.57,want,1
Movie Night,Housing,18328,weekly,need,1.52,need,1
Electricity Bill,Food,769,weekly,need,2.5,need,1
Party Expenses,Travel,10076,one-time,want,0.82,need,0
Travel Tickets,Shopping,1091,one-time,want,1.83,need,0
Snacks,Lifestyle,1520,daily,want,3.25,need,0
Concert Ticket,Lifestyle,2061,one-time,want,3.24,want,1
Internet Plan,Education,19084,one-time,need,0.7,need,1
Gym Membership,Medical,3281,one-time,need,2.58,need,1
Medicines,Food,253,daily,need,1.11,need,1
Coffee,Utilities,2256,one-time,need,0.71,want,0
Hotel Stay,Housing,19380,monthly,need,1.03,need,1
Snacks,Shopping,7725,daily,want,3.11,want,1
Phone EMI,Housing,13084,monthly,need,2.45,need,1
Rent,Education,6991,monthly,need,2.78,want,0
New Sneakers,Lifestyle,659,one-time,want,2.28,want,1
Internet Plan,Entertainment,1550,weekly,want,1.71,want,1
Emergency Meds,Travel,7850,daily,want,3.13,want,1
Rent,Medical,1331,daily,need,3.45,need,1
Gadgets,Lifestyle,2095,daily,want,1.94,want,1
Party Expenses,Housing,17565,monthly,need,0.85,want,0
Gadgets,Food,171,weekly,need,1.88,need,1
Online Course,Entertainment,355,weekly,want,2.95,want,1
New Sneakers,Lifestyle,2195,daily,want,1.86,want,1
Laptop EMI,Lifestyle,2113,one-time,want,1.65,want,1
Petrol,Lifestyle,1611,daily,want,1.8,want,1
Health Insurance,Education,18353,daily,need,1.02,need,1
Salon Visit,Food,1856,one-time,need,3.27,need,1
Streaming Subscription,Entertainment,2657,monthly,want,1.78,want,1
Laptop EMI,Entertainment,694,daily,want,2.54,need,0
Mobile Recharge,Travel,14761,one-time,want,1.33,need,0
Electricity Bill,Food,134,weekly,need,3.46,need,1
Online Course,Shopping,1638,one-time,want,2.78,need,0
Electricity Bill,Utilities,3952,weekly,need,1.31,need,1
Fast Food,Medical,4991,monthly,need,1.85,need,1
Hotel Stay,Entertainment,2843,daily,want,2.55,want,1
Fast Food,Travel,8591,weekly,want,1.27,want,1
Petrol,Utilities,484,monthly,need,3.16,need,1
Phone EMI,Housing,16294,daily,need,2.12,need,1
Travel Tickets,Shopping,3930,weekly,want,2.69,want,1
Gym Membership,Housing,8958,weekly,need,1.62,need,1
Hotel Stay,Lifestyle,157,weekly,want,2.65,need,0
Gym Membership,Utilities,3370,daily,need,0.92,need,1
Health Insurance,Entertainment,2063,daily,want,2.18,want,1
Snacks,Shopping,4312,one-time,want,1.42,want,1
Health Insurance,Medical,1179,weekly,need,1.08,need,1
Petrol,Medical,1358,monthly,need,2.7,want,0
Snacks,Travel,9113,weekly,want,1.87,want,1
Coffee,Shopping,2896,daily,want,0.77,want,1
Mobile Recharge,Medical,3015,daily,need,2.22,need,1
Internet Plan,Education,15036,one-time,need,2.31,need,1
Gift Purchase,Entertainment,597,daily,want,2.91,want,1
Petrol,Shopping,7935,daily,want,0.6,want,1
Salon Visit,Education,18239,one-time,need,3.06,need,1
Water Bill,Food,1782,monthly,need,2.08,need,1
Insurance Premium,Medical,2937,daily,need,1.78,need,1
Mobile Recharge,Shopping,4469,monthly,want,3.39,need,0
Water Bill,Medical,2865,daily,need,3.04,need,1
Coffee,Education,10712,monthly,need,3.1,want,0
Laptop EMI,Lifestyle,1748,weekly,want,3.31,want,1
Coffee,Utilities,3082,monthly,need,2.85,need,1
Phone EMI,Medical,923,one-time,need,1.7,need,1
Insurance Premium,Shopping,7645,monthly,want,3.26,want,1
Internet Plan,Education,18422,daily,need,2.47,need,1
Dining Out,Shopping,3496,daily,want,0.82,want,1
Water Bill,Utilities,1388,weekly,need,2.76,need,1
Health Insurance,Housing,10527,one-time,need,3.17,need,1
Electricity Bill,Medical,2561,weekly,need,2.64,need,1
Gadgets,Shopping,6516,monthly,want,1.4,want,1
Emergency Meds,Housing,7555,one-time,need,1.05,need,1
Rent,Lifestyle,945,weekly,want,2.32,want,1
Snacks,Medical,4997,one-time,need,1.53,need,1
Gift Purchase,Housing,15824,monthly,need,1.61,need,1
Dining Out,Travel,5949,daily,want,2.86,want,1
Salon Visit,Housing,6313,one-time,need,1.39,need,1
Coffee,Utilities,3870,weekly,need,2.16,need,1
New Sneakers,Shopping,972,daily,want,3.15,want,1
Phone EMI,Medical,2942,monthly,need,3.3,need,1
Water Bill,Shopping,1759,weekly,want,0.62,want,1
Gift Purchase,Housing,11090,monthly,need,3.14,want,0
Medicines,Housing,12356,monthly,need,2.45,want,0
Gift Purchase,Shopping,4200,daily,want,2.66,want,1
Bus Pass,Medical,1522,monthly,need,0.73,need,1
Medicines,Utilities,3233,weekly,need,1.45,need,1
Mobile Recharge,Shopping,6473,weekly,want,3.04,want,1
Coffee,Shopping,4025,monthly,want,2.6,need,0
Petrol,Lifestyle,1556,daily,want,2.91,want,1
Mobile Recharge,Shopping,4959,daily,want,2.1,want,1
Health Insurance,Travel,3183,monthly,want,2.22,need,0
Clothes Shopping,Lifestyle,1845,one-time,want,1.2,need,0
Travel Tickets,Utilities,1869,daily,need,2.56,want,0
Party Expenses,Entertainment,744,daily,want,1.56,need,0
Fast Food,Shopping,4454,one-time,want,3.13,want,1
Bus Pass,Entertainment,1663,monthly,want,1.53,want,1
Snacks,Food,425,monthly,need,2.09,need,1
Dining Out,Housing,18168,daily,need,1.01,need,1
Phone EMI,Medical,3220,weekly,need,2.8,need,1
Petrol,Food,466,daily,need,3.41,need,1
Medicines,Housing,6781,monthly,need,1.6,need,1
Medicines,Lifestyle,1276,one-time,want,1.84,need,0
Gym Membership,Utilities,1660,one-time,need,0.92,want,0
Water Bill,Entertainment,636,weekly,want,1.76,need,0
Clothes Shopping,Housing,19797,monthly,need,2.91,need,1
Medicines,Medical,4256,weekly,need,0.83,need,1
Gym Membership,Education,18931,weekly,need,1.03,need,1
Travel Tickets,Education,14799,monthly,need,3.35,need,1
Taxi Ride,Utilities,447,one-time,need,3.5,want,0
Concert Ticket,Education,16967,one-time,need,1.66,need,1
Health Insurance,Entertainment,2651,weekly,want,2.63,need,0
Water Bill,Food,1052,monthly,need,1.25,need,1
Snacks,Medical,1244,one-time,need,1.93,need,1
Emergency Meds,Entertainment,2180,weekly,want,2.67,want,1
Water Bill,Medical,1981,daily,need,1.91,need,1
Water Bill,Housing,15974,one-time,need,2.69,need,1
Salon Visit,Entertainment,1439,weekly,want,2.28,want,1
Rent,Entertainment,339,monthly,want,3.15,want,1
Medicines,Entertainment,813,monthly,want,2.99,want,1
Travel Tickets,Education,18544,one-time,need,0.6,need,1
Laptop EMI,Housing,14320,daily,need,3.31,need,1
Hotel Stay,Entertainment,385,weekly,want,2.5,need,0
Groceries,Medical,809,one-time,need,2.58,need,1
Streaming Subscription,Shopping,6767,weekly,want,0.86,want,1
Fast Food,Food,1376,daily,need,2.89,want,0
Laptop EMI,Education,11080,weekly,need,0.59,need,1
Gift Purchase,Lifestyle,1661,one-time,want,2.23,want,1
Party Expenses,Travel,14770,one-time,want,3.14,want,1
Online Course,Lifestyle,1258,one-time,want,1.38,want,1
Bus Pass,Medical,3612,weekly,need,0.94,need,1
Fast Food,Lifestyle,1412,daily,want,2.65,want,1
Doctor Visit,Medical,4050,weekly,need,2.37,want,0
Petrol,Utilities,1273,one-time,need,3.13,need,1
Medicines,Medical,3413,daily,need,3.25,need,1
Bus Pass,Medical,2181,daily,need,0.87,need,1
Mobile Recharge,Utilities,1556,weekly,need,1.78,need,1
Health Insurance,Lifestyle,2582,daily,want,0.94,want,1
Rent,Housing,13795,monthly,need,2.09,need,1
Gym Membership,Housing,14079,weekly,need,0.64,want,0
Phone EMI,Travel,14882,monthly,want,3.46,want,1
Dining Out,Education,14218,one-time,need,2.37,need,1
Movie Night,Lifestyle,2671,monthly,want,2.02,want,1
Rent,Food,232,weekly,need,2.68,need,1
Emergency Meds,Travel,5491,monthly,want,2.04,need,0
Medicines,Housing,18405,daily,need,2.18,need,1
Medicines,Shopping,5628,monthly,want,3.3,want,1
Dining Out,Education,15751,one-time,need,3.16,want,0
Electricity Bill,Housing,13019,one-time,need,1.56,need,1
New Sneakers,Medical,4797,weekly,need,2.13,want,0
School Fees,Travel,3953,daily,want,0.88,want,1
Streaming Subscription,Utilities,1705,weekly,need,1.87,need,1
Streaming Subscription,Food,1166,one-time,need,3.31,need,1
Gym Membership,Travel,6026,weekly,want,1.29,want,1
Rent,Food,634,one-time,need,2.52,need,1
Insurance Premium,Education,15065,daily,need,2.31,need,1
School Fees,Education,13866,daily,need,2.82,want,0
Gift Purchase,Entertainment,1913,daily,want,0.51,want,1
Petrol,Travel,10331,weekly,want,2.17,want,1
School Fees,Food,1975,daily,need,2.52,need,1
Online Course,Housing,5569,monthly,need,3.19,want,0
Snacks,Utilities,3268,weekly,need,1.34,need,1
Concert Ticket,Medical,4311,daily,need,2.09,need,1
Gadgets,Entertainment,695,monthly,want,2.74,want,1
Emergency Meds,Shopping,6078,one-time,want,3.0,want,1
Doctor Visit,Lifestyle,1611,daily,want,0.72,want,1
Travel Tickets,Shopping,7813,one-time,want,0.86,want,1
Doctor Visit,Utilities,385,weekly,need,3.43,need,1
Party Expenses,Housing,9122,one-time,need,1.87,need,1
Rent,Shopping,7849,daily,want,2.19,want,1
New Sneakers,Housing,17648,monthly,need,1.45,need,1
Travel Tickets,Shopping,7330,one-time,want,1.84,need,0
Dining Out,Food,1558,daily,need,2.29,need,1
Doctor Visit,Shopping,1949,daily,want,1.05,want,1
Doctor Visit,Shopping,7632,weekly,want,2.39,want,1
Electricity Bill,Education,3173,weekly,need,3.5,need,1
Rent,Entertainment,2173,monthly,want,1.21,want,1
Emergency Meds,Utilities,2376,weekly,need,0.9,need,1
Medicines,Travel,12683,weekly,want,1.59,need,0
Travel Tickets,Shopping,2140,one-time,want,0.9,want,1
Rent,Entertainment,2754,one-time,want,2.62,want,1
Travel Tickets,Utilities,1094,weekly,need,3.2,need,1
Clothes Shopping,Entertainment,2496,monthly,want,2.18,want,1
Party Expenses,Utilities,3980,weekly,need,2.59,want,0
Fast Food,Medical,4320,one-time,need,0.84,need,1
Online Course,Food,806,one-time,need,1.53,need,1
Taxi Ride,Education,11292,daily,need,2.93,need,1
Medicines,Food,1657,daily,need,0.93,need,1
Medicines,Entertainment,2235,weekly,want,2.7,need,0
Travel Tickets,Shopping,6447,one-time,want,2.9,want,1
Mobile Recharge,Travel,3333,daily,want,2.56,need,0
School Fees,Lifestyle,633,one-time,want,2.29,want,1
Medicines,Housing,7769,daily,need,1.37,need,1
Phone EMI,Utilities,3921,weekly,need,2.27,need,1
Petrol,Entertainment,2770,one-time,want,0.91,want,1
Insurance Premium,Travel,3742,monthly,want,3.06,want,1
Emergency Meds,Education,12441,daily,need,0.64,need,1
Fast Food,Shopping,6805,daily,want,2.02,need,0
Coffee,Housing,9655,one-time,need,2.66,need,1
Clothes Shopping,Utilities,1208,one-time,need,2.38,want,0
Insurance Premium,Housing,9060,one-time,need,1.32,need,1
Concert Ticket,Travel,14005,monthly,want,2.15,want,1
Travel Tickets,Travel,12486,weekly,want,2.95,want,1
Electricity Bill,Shopping,6548,daily,want,2.51,want,1
Emergency Meds,Housing,9075,one-time,need,1.02,need,1
Internet Plan,Housing,5015,one-time,need,2.96,want,0
Gym Membership,Education,17095,daily,need,1.62,need,1
Online Course,Housing,16460,daily,need,1.64,need,1
Water Bill,Shopping,464,daily,want,1.18,want,1
Laptop EMI,Utilities,1310,weekly,need,0.85,need,1
Groceries,Utilities,2857,weekly,need,2.41,want,0
Gadgets,Food,131,monthly,need,0.92,want,0
Clothes Shopping,Utilities,3553,daily,need,1.96,need,1
Groceries,Entertainment,1668,one-time,want,2.81,want,1
Rent,Education,12151,one-time,need,1.85,need,1
Online Course,Travel,3522,monthly,want,1.66,want,1
Mobile Recharge,Shopping,1953,one-time,want,3.34,want,1
Salon Visit,Shopping,1634,one-time,want,2.27,need,0
Hotel Stay,Shopping,5407,one-time,want,2.94,want,1
New Sneakers,Utilities,2012,daily,need,2.67,need,1
Water Bill,Education,12306,daily,need,3.11,want,0
Petrol,Education,7771,one-time,need,3.1,need,1
Petrol,Entertainment,1717,monthly,want,1.56,want,1
Insurance Premium,Entertainment,255,weekly,want,1.67,need,0
Water Bill,Lifestyle,205,daily,want,2.71,want,1
Travel Tickets,Medical,4898,one-time,need,3.04,need,1
Bus Pass,Utilities,944,monthly,need,3.24,need,1
Insurance Premium,Travel,11554,weekly,want,1.59,want,1
Gym Membership,Education,17026,weekly,need,2.56,need,1
Taxi Ride,Education,19786,daily,need,3.26,need,1
Medicines,Travel,9061,monthly,want,3.15,want,1
Laptop EMI,Education,625,monthly,need,1.99,want,0
Water Bill,Food,2317,one-time,need,2.27,need,1
Snacks,Entertainment,2922,one-time,want,2.76,want,1
Doctor Visit,Entertainment,2069,daily,want,2.43,want,1
Hotel Stay,Food,1438,one-time,need,1.69,need,1
Groceries,Entertainment,588,monthly,want,0.93,want,1
Emergency Meds,Housing,9521,monthly,need,3.41,need,1
Hotel Stay,Travel,9855,monthly,want,0.63,want,1
Taxi Ride,Entertainment,2535,weekly,want,0.92,need,0
Travel Tickets,Entertainment,2910,daily,want,2.76,want,1
Health Insurance,Housing,11112,weekly,need,1.68,need,1
Gym Membership,Entertainment,1762,monthly,want,3.22,need,0
Phone EMI,Shopping,3478,monthly,want,0.96,want,1
Gadgets,Lifestyle,1007,monthly,want,1.68,want,1
Movie Night,Housing,14966,weekly,need,1.75,need,1
Concert Ticket,Travel,3444,weekly,want,2.9,want,1
Movie Night,Travel,2453,one-time,want,1.0,want,1
Movie Night,Travel,8346,daily,want,1.43,need,0
Fast Food,Food,1753,weekly,need,1.11,need,1
Insurance Premium,Lifestyle,2920,weekly,want,1.07,want,1
Internet Plan,Housing,12246,one-time,need,3.42,need,1
Medicines,Housing,13472,one-time,need,0.79,need,1
Salon Visit,Entertainment,1664,weekly,want,1.93,want,1
Water Bill,Lifestyle,1869,weekly,want,2.45,want,1
Laptop EMI,Medical,3711,weekly,need,1.35,need,1
Internet Plan,Travel,9191,weekly,want,2.29,need,0
Concert Ticket,Utilities,1421,weekly,need,2.99,need,1
Gadgets,Shopping,5462,daily,want,1.92,need,0
Clothes Shopping,Education,14475,one-time,need,2.26,want,0
Doctor Visit,Lifestyle,2180,daily,want,3.3,want,1
Internet Plan,Travel,10409,one-time,want,1.73,want,1
Doctor Visit,Education,3965,monthly,need,1.84,need,1
Salon Visit,Education,5905,daily,need,0.63,need,1
Snacks,Food,1001,one-time,need,2.69,need,1
Internet Plan,Education,14980,daily,need,1.37,want,0
Streaming Subscription,Entertainment,2443,weekly,want,2.9,want,1
Internet Plan,Education,7447,daily,need,1.91,need,1
Gadgets,Lifestyle,1499,daily,want,3.18,need,0
Petrol,Utilities,1806,weekly,need,1.84,want,0
Gadgets,Education,13545,weekly,need,2.37,need,1
New Sneakers,Medical,2480,daily,need,3.13,want,0
Streaming Subscription,Travel,1394,daily,want,3.32,want,1
Bus Pass,Lifestyle,1670,one-time,want,3.01,want,1
Concert Ticket,Education,8520,weekly,need,1.02,need,1
Streaming Subscription,Lifestyle,2742,weekly,want,2.77,want,1
New Sneakers,Medical,4780,monthly,need,1.85,need,1
Snacks,Medical,4898,monthly,need,1.03,need,1
Gift Purchase,Education,4339,monthly,need,2.56,need,1
Coffee,Medical,1379,one-time,need,2.35,need,1
School Fees,Medical,4119,monthly,need,1.34,need,1
Internet Plan,Entertainment,2912,weekly,want,1.25,need,0
Party Expenses,Lifestyle,892,weekly,want,1.51,want,1
Salon Visit,Travel,4886,monthly,want,2.56,want,1
Hotel Stay,Housing,7530,monthly,need,0.75,need,1
Mobile Recharge,Utilities,1481,daily,need,2.95,need,1
Rent,Lifestyle,749,weekly,want,1.09,want,1
Phone EMI,Medical,1811,one-time,need,3.12,need,1
Emergency Meds,Shopping,6241,weekly,want,1.82,need,0
Laptop EMI,Medical,4798,daily,need,1.87,need,1
Water Bill,Medical,2236,daily,need,3.26,want,0
Insurance Premium,Travel,3313,one-time,want,2.32,want,1
Fast Food,Entertainment,1142,one-time,want,3.37,want,1
Water Bill,Education,15143,weekly,need,1.86,want,0
Gym Membership,Medical,4497,one-time,need,1.81,need,1
Doctor Visit,Utilities,1695,daily,need,1.4,need,1
Groceries,Entertainment,2529,monthly,want,2.09,want,1
Water Bill,Food,708,weekly,need,0.85,need,1
Electricity Bill,Medical,4112,one-time,need,0.64,need,1
Phone EMI,Medical,3128,weekly,need,2.1,need,1
Coffee,Utilities,584,daily,need,2.57,need,1
