id,asset,risk_score,emotion_bias,investment_amount,market_event
5140,Gold,49,Panic,121030,Bull Run
5141,Gold,28,Confirmation,138472,Sideways
5142,Commodities,28,Herd,431131,Volatile
5143,Stocks,80,Calm,322561,Correction
5144,Crypto,70,FOMO,213100,Correction
5145,Bonds,80,Panic,307640,Crash
5146,Real Estate,36,Confirmation,159057,Correction
5147,Crypto,7,Panic,429707,Sideways
5148,Stocks,39,Panic,458150,Bull Run
5149,Bonds,8,Panic,443732,Crash
5150,Commodities,13,Panic,104537,Correction
5151,Real Estate,31,FOMO,91494,Crash
5152,Gold,31,FOMO,90409,Sideways
5153,Real Estate,14,Confirmation,203911,Sideways
5154,Real Estate,73,FOMO,281298,Sideways
5155,Commodities,42,Panic,42310,Correction
5156,Real Estate,37,Panic,329604,Volatile
5157,Commodities,32,Confirmation,328320,Crash
5158,Bonds,78,FOMO,182938,Bull Run
5159,Commodities,59,Loss Aversion,67947,Correction
5160,Bonds,97,Confirmation,313202,Bull Run
5161,Bonds,23,Calm,339341,Crash
5162,Gold,93,Calm,293962,Bull Run
5163,Bonds,47,Herd,275102,Crash
5164,Commodities,34,Panic,283932,Correction
5165,Crypto,95,Loss Aversion,383483,Correction
5166,Stocks,55,FOMO,459241,Volatile
5167,Stocks,51,Panic,166433,Volatile
5168,Real Estate,49,FOMO,459063,Sideways
5169,Bonds,39,Loss Aversion,246244,Sideways
5170,Real Estate,64,Confirmation,90190,Bull Run
5171,Gold,89,Confirmation,25900,Volatile
5172,Gold,97,Confirmation,54069,Volatile
5173,Gold,28,Herd,400222,Correction
5174,Stocks,22,Confirmation,27529,Correction
5175,Real Estate,56,Panic,424234,Correction
5176,Gold,69,Herd,294882,Sideways
5177,Real Estate,74,Panic,487277,Sideways
5178,Stocks,78,FOMO,134024,Crash
5179,Crypto,41,Confirmation,53491,Crash
5180,Crypto,14,Calm,273906,Correction
5181,Real Estate,96,Calm,62228,Volatile
5182,Commodities,82,Loss Aversion,349268,Bull Run
5183,Bonds,82,Loss Aversion,466145,Crash
5184,Gold,47,Calm,388161,Sideways
5185,Stocks,58,FOMO,254236,Sideways
5186,Commodities,65,Herd,372307,Crash
5187,Gold,90,Loss Aversion,343458,Correction
5188,Gold,48,Loss Aversion,346155,Correction
5189,Gold,3,FOMO,183803,Correction
5190,Real Estate,5,Herd,84636,Correction
5191,Crypto,29,Confirmation,418447,Crash
5192,Real Estate,80,Panic,84786,Bull Run
5193,Stocks,74,Panic,223147,Crash
5194,Commodities,2,Confirmation,423299,Correction
5195,Crypto,44,Herd,455653,Bull Run
5196,Real Estate,2,Confirmation,101469,Sideways
5197,Gold,56,Calm,429350,Crash
5198,Stocks,38,Calm,369757,Crash
5199,Bonds,37,Calm,225992,Volatile
5200,Bonds,8,Panic,65693,Sideways
5201,Commodities,19,Calm,254296,Sideways
5202,Stocks,13,FOMO,342704,Bull Run
5203,Bonds,71,Loss Aversion,370420,Bull Run
5204,Stocks,87,Herd,279173,Correction
5205,Commodities,56,Confirmation,52362,Bull Run
5206,Gold,58,Loss Aversion,285661,Correction
5207,Bonds,46,Confirmation,217870,Crash
5208,Bonds,56,Confirmation,37645,Bull Run
5209,Stocks,81,Confirmation,221616,Sideways
5210,Gold,24,FOMO,477207,Crash
5211,Real Estate,88,Loss Aversion,199261,Sideways
5212,Crypto,89,Confirmation,410399,Bull Run
5213,Commodities,60,Herd,452917,Bull Run
5214,Commodities,38,Herd,310055,Crash
5215,Real Estate,80,Panic,94047,Volatile
5216,Crypto,98,Panic,460915,Sideways
5217,Gold,87,Calm,325501,Volatile
5218,Crypto,23,Panic,151863,Correction
5219,Gold,4,Panic,205645,Volatile
5220,Gold,60,Confirmation,467239,Volatile
5221,Gold,53,Loss Aversion,6866,Bull Run
5222,Bonds,26,Calm,208273,Sideways
5223,Crypto,18,Confirmation,244973,Volatile
5224,Crypto,4,Loss Aversion,411720,Sideways
5225,Crypto,53,Panic,104181,Bull Run
5226,Stocks,58,Calm,233649,Sideways
5227,Bonds,56,Calm,482631,Crash
5228,Commodities,70,Panic,308305,Correction
5229,Commodities,41,Loss Aversion,227953,Sideways
5230,Commodities,28,Panic,198817,Volatile
5231,Real Estate,75,Herd,366507,Volatile
5232,Commodities,15,Calm,88887,Crash
5233,Gold,44,FOMO,224144,Volatile
5234,Crypto,43,Loss Aversion,456898,Volatile
5235,Gold,30,Panic,344053,Volatile
5236,Real Estate,79,Loss Aversion,197898,Volatile
5237,Crypto,89,Panic,328214,Bull Run
5238,Crypto,8,Herd,329037,Correction
5239,Bonds,42,Confirmation,54659,Correction
5240,Commodities,88,Herd,265868,Correction
5241,Stocks,21,Herd,410801,Crash
5242,Bonds,48,Herd,467995,Volatile
5243,Bonds,4,FOMO,68314,Volatile
5244,Commodities,24,FOMO,323951,Sideways
5245,Commodities,16,Confirmation,248080,Volatile
5246,Crypto,51,Calm,399037,Sideways
5247,Commodities,25,Calm,390804,Crash
5248,Gold,26,Herd,137448,Bull Run
5249,Commodities,17,Panic,54997,Correction
5250,Bonds,31,FOMO,183055,Volatile
5251,Crypto,18,Panic,332449,Sideways
5252,Commodities,51,Herd,478175,Sideways
5253,Bonds,24,Calm,8820,Volatile
5254,Crypto,81,Loss Aversion,436421,Sideways
5255,Stocks,50,Herd,206625,Bull Run
5256,Gold,41,Calm,13503,Volatile
5257,Real Estate,64,Panic,239905,Crash
5258,Crypto,2,Panic,12457,Volatile
5259,Gold,62,Loss Aversion,103057,Sideways
5260,Crypto,46,Confirmation,361706,Crash
5261,Bonds,4,FOMO,406171,Sideways
5262,Crypto,5,Loss Aversion,363026,Volatile
5263,Gold,12,Loss Aversion,17310,Correction
5264,Commodities,36,FOMO,451966,Volatile
5265,Commodities,24,Confirmation,23006,Volatile
5266,Bonds,12,Confirmation,367374,Volatile
5267,Bonds,52,Panic,493398,Correction
5268,Bonds,8,Calm,495165,Bull Run
5269,Crypto,63,Herd,230230,Bull Run
5270,Crypto,31,Panic,458253,Correction
5271,Bonds,78,Herd,428572,Volatile
5272,Gold,26,Loss Aversion,8969,Bull Run
5273,Real Estate,55,Calm,449963,Bull Run
5274,Stocks,40,Loss Aversion,257812,Correction
5275,Real Estate,11,Herd,449677,Correction
5276,Gold,2,Loss Aversion,157391,Crash
5277,Real Estate,65,Calm,329150,Crash
5278,Real Estate,23,Panic,383234,Volatile
5279,Real Estate,29,Herd,366769,Sideways
5280,Gold,97,Loss Aversion,87254,Correction
5281,Stocks,58,Loss Aversion,214201,Sideways
5282,Stocks,72,Confirmation,430214,Volatile
5283,Bonds,19,Herd,462159,Sideways
5284,Gold,64,FOMO,203544,Bull Run
5285,Bonds,13,Loss Aversion,481520,Bull Run
5286,Stocks,37,Confirmation,191016,Volatile
5287,Real Estate,45,Calm,149272,Crash
5288,Bonds,50,Confirmation,340412,Volatile
5289,Crypto,24,Confirmation,220907,Bull Run
5290,Real Estate,11,Panic,322326,Volatile
5291,Commodities,26,Panic,416560,Crash
5292,Bonds,45,Calm,412191,Sideways
5293,Real Estate,29,Confirmation,103042,Sideways
5294,Bonds,17,FOMO,238074,Sideways
5295,Bonds,7,FOMO,129983,Volatile
5296,Bonds,10,Herd,82476,Bull Run
5297,Stocks,48,Confirmation,93126,Volatile
5298,Crypto,5,FOMO,474818,Sideways
5299,Real Estate,22,FOMO,323721,Crash
5300,Crypto,87,Calm,483282,Bull Run
5301,Commodities,50,FOMO,215012,Bull Run
5302,Bonds,17,FOMO,224031,Crash
5303,Crypto,43,Panic,16656,Correction
5304,Commodities,35,Loss Aversion,405464,Volatile
5305,Commodities,10,Panic,130790,Crash
5306,Bonds,91,Loss Aversion,70463,Correction
5307,Stocks,58,Loss Aversion,83362,Crash
5308,Commodities,65,Panic,455042,Volatile
5309,Crypto,28,Calm,159993,Sideways
5310,Commodities,36,FOMO,147611,Bull Run
5311,Commodities,15,Confirmation,418982,Sideways
5312,Commodities,86,Loss Aversion,78908,Bull Run
5313,Crypto,49,Loss Aversion,445168,Crash
5314,Bonds,1,Calm,264598,Sideways
5315,Stocks,90,Calm,77915,Sideways
5316,Gold,1,Loss Aversion,167816,Volatile
5317,Gold,76,Confirmation,69145,Crash
5318,Bonds,68,Panic,264366,Volatile
5319,Commodities,34,Calm,389447,Correction
5320,Commodities,51,Loss Aversion,71786,Sideways
5321,Gold,89,Confirmation,296942,Volatile
5322,Stocks,82,Calm,417901,Correction
5323,Stocks,34,Herd,147656,Sideways
5324,Gold,16,Confirmation,490874,Bull Run
5325,Bonds,5,Loss Aversion,183700,Correction
5326,Stocks,22,Calm,469986,Volatile
5327,Stocks,74,Herd,122536,Sideways
5328,Crypto,58,FOMO,298706,Bull Run
5329,Crypto,8,Loss Aversion,394712,Crash
5330,Stocks,26,FOMO,145457,Crash
5331,Bonds,3,Loss Aversion,140808,Bull Run
5332,Bonds,8,FOMO,84313,Bull Run
5333,Stocks,57,Confirmation,379882,Bull Run
5334,Stocks,27,FOMO,444348,Sideways
5335,Bonds,81,Panic,286429,Crash
5336,Bonds,91,Herd,270664,Crash
5337,Commodities,80,FOMO,76263,Sideways
5338,Bonds,75,Herd,126797,Correction
5339,Stocks,27,Confirmation,22828,Crash
5340,Real Estate,52,Calm,40796,Sideways
5341,Commodities,25,Confirmation,296617,Volatile
5342,Stocks,11,FOMO,325630,Sideways
5343,Bonds,41,Calm,360422,Bull Run
5344,Real Estate,75,Herd,72049,Crash
5345,Bonds,22,FOMO,299219,Sideways
5346,Crypto,61,Herd,342739,Volatile
5347,Real Estate,71,FOMO,391687,Bull Run
5348,Commodities,65,Confirmation,170245,Crash
5349,Real Estate,38,Herd,488632,Bull Run
5350,Real Estate,90,FOMO,192229,Sideways
5351,Gold,9,Calm,334248,Volatile
5352,Crypto,44,Panic,151476,Crash
5353,Bonds,80,Panic,159397,Correction
5354,Real Estate,100,Herd,378054,Volatile
5355,Real Estate,73,Confirmation,205229,Bull Run
5356,Gold,91,Confirmation,28879,Bull Run
5357,Stocks,30,Loss Aversion,470678,Volatile
5358,Crypto,73,FOMO,99398,Crash
5359,Commodities,50,Loss Aversion,419911,Crash
5360,Stocks,100,FOMO,243928,Bull Run
5361,Bonds,32,Herd,252242,Crash
5362,Crypto,61,Confirmation,88994,Volatile
5363,Crypto,13,Herd,422960,Volatile
5364,Gold,15,Calm,476235,Bull Run
5365,Real Estate,48,Calm,216273,Bull Run
5366,Crypto,93,Confirmation,345802,Correction
5367,Crypto,37,Loss Aversion,448037,Crash
5368,Crypto,55,FOMO,255412,Sideways
5369,Stocks,65,Confirmation,11757,Crash
5370,Crypto,64,FOMO,178781,Correction
5371,Stocks,33,Loss Aversion,183610,Volatile
5372,Crypto,24,Loss Aversion,498900,Crash
5373,Commodities,15,Panic,303880,Crash
5374,Gold,82,Herd,241882,Crash
5375,Bonds,54,Confirmation,470702,Crash
5376,Commodities,63,Herd,433075,Volatile
5377,Crypto,26,Herd,439229,Crash
5378,Commodities,81,Loss Aversion,338532,Correction
5379,Crypto,87,Panic,37100,Correction
5380,Stocks,90,Calm,127964,Correction
5381,Crypto,60,Herd,9688,Volatile
5382,Crypto,12,Loss Aversion,235938,Bull Run
5383,Stocks,62,Confirmation,245284,Crash
5384,Gold,58,Confirmation,333496,Correction
5385,Stocks,60,FOMO,217309,Bull Run
5386,Commodities,18,FOMO,276250,Crash
5387,Stocks,48,Loss Aversion,244154,Sideways
5388,Crypto,2,Calm,238007,Sideways
5389,Real Estate,20,Herd,420171,Bull Run
5390,Real Estate,60,Herd,31363,Correction
5391,Commodities,68,Herd,136664,Correction
5392,Stocks,16,Confirmation,479490,Correction
5393,Stocks,88,Loss Aversion,97153,Sideways
5394,Bonds,42,Calm,472826,Bull Run
5395,Commodities,31,Confirmation,177229,Bull Run
5396,Real Estate,51,Confirmation,330020,Sideways
5397,Real Estate,20,FOMO,482951,Volatile
5398,Bonds,45,Calm,298525,Correction
5399,Stocks,72,Panic,162598,Sideways
5400,Gold,23,Herd,256781,Volatile
5401,Commodities,14,FOMO,115735,Crash
5402,Crypto,8,Panic,107566,Correction
5403,Real Estate,20,Panic,461790,Bull Run
5404,Crypto,74,Calm,417343,Correction
5405,Bonds,83,FOMO,95484,Crash
5406,Gold,56,FOMO,66724,Correction
5407,Commodities,32,FOMO,338392,Bull Run
5408,Real Estate,62,Herd,418525,Volatile
5409,Real Estate,71,Confirmation,65488,Volatile
5410,Crypto,34,Herd,485098,Correction
5411,Crypto,50,Confirmation,160479,Sideways
5412,Crypto,40,Herd,291372,Crash
5413,Commodities,19,Confirmation,29241,Correction
5414,Commodities,39,Panic,496917,Bull Run
5415,Crypto,52,Panic,432360,Crash
5416,Stocks,47,FOMO,47600,Sideways
5417,Bonds,63,FOMO,31199,Volatile
5418,Bonds,51,Confirmation,215181,Crash
5419,Real Estate,90,Confirmation,141497,Sideways
5420,Bonds,76,Loss Aversion,5516,Correction
5421,Gold,10,Loss Aversion,25012,Correction
5422,Bonds,70,Calm,325067,Crash
5423,Commodities,6,Panic,97096,Sideways
5424,Gold,56,FOMO,11095,Correction
5425,Real Estate,80,Calm,73675,Correction
5426,Crypto,84,FOMO,23986,Sideways
5427,Real Estate,48,Panic,266854,Crash
5428,Crypto,100,Panic,87318,Sideways
5429,Real Estate,62,Calm,460422,Volatile
5430,Gold,72,Calm,41769,Crash
5431,Real Estate,34,FOMO,300200,Sideways
5432,Stocks,79,Panic,474162,Sideways
5433,Gold,35,FOMO,297940,Crash
5434,Commodities,75,Loss Aversion,475156,Correction
5435,Crypto,90,Panic,494715,Correction
5436,Stocks,48,Panic,445060,Bull Run
5437,Crypto,84,Herd,153727,Bull Run
5438,Crypto,76,Calm,341103,Volatile
5439,Commodities,3,Calm,230362,Correction
5440,Crypto,82,Confirmation,42058,Bull Run
5441,Bonds,57,FOMO,367784,Sideways
5442,Crypto,18,Confirmation,55630,Correction
5443,Stocks,55,Calm,400929,Crash
5444,Real Estate,32,Herd,112533,Correction
5445,Gold,17,Confirmation,372228,Correction
5446,Real Estate,53,Herd,305349,Crash
5447,Commodities,38,Loss Aversion,251990,Volatile
5448,Crypto,65,Loss Aversion,81443,Sideways
5449,Gold,85,Herd,114509,Crash
5450,Stocks,77,Herd,315935,Sideways
5451,Commodities,59,Calm,332802,Correction
5452,Bonds,35,FOMO,96759,Volatile
5453,Crypto,50,Herd,384671,Volatile
5454,Commodities,63,Herd,249053,Crash
5455,Commodities,54,Loss Aversion,120681,Sideways
5456,Gold,1,Calm,38010,Volatile
5457,Gold,38,Confirmation,141362,Sideways
5458,Commodities,14,Panic,295450,Sideways
5459,Bonds,34,Panic,302979,Bull Run
5460,Gold,95,Panic,11847,Crash
5461,Bonds,87,Herd,246158,Sideways
5462,Commodities,48,Confirmation,289324,Correction
5463,Real Estate,2,Loss Aversion,204702,Correction
5464,Bonds,36,Calm,48556,Volatile
5465,Crypto,22,Loss Aversion,72632,Correction
5466,Real Estate,3,FOMO,40781,Crash
5467,Gold,8,Herd,198074,Volatile
5468,Gold,16,Calm,339937,Crash
5469,Gold,85,Panic,73311,Sideways
5470,Gold,67,FOMO,142417,Volatile
5471,Stocks,4,Confirmation,249556,Sideways
5472,Crypto,4,Panic,238504,Volatile
5473,Real Estate,69,Confirmation,117737,Crash
5474,Commodities,17,FOMO,142561,Crash
5475,Real Estate,10,FOMO,325542,Sideways
5476,Bonds,35,Herd,49398,Sideways
5477,Bonds,15,FOMO,180490,Correction
5478,Commodities,56,Panic,292088,Volatile
5479,Real Estate,34,Loss Aversion,254340,Volatile
5480,Stocks,68,Panic,154232,Volatile
5481,Commodities,100,Herd,253784,Correction
5482,Commodities,20,Calm,449290,Sideways
5483,Commodities,50,Herd,125409,Correction
5484,Stocks,49,Loss Aversion,158014,Crash
5485,Real Estate,23,Herd,173732,Sideways
5486,Bonds,44,Loss Aversion,275658,Sideways
5487,Commodities,87,Loss Aversion,53895,Volatile
5488,Bonds,61,Panic,55313,Bull Run
5489,Stocks,38,FOMO,105017,Volatile
5490,Crypto,23,Confirmation,132723,Sideways
5491,Crypto,12,Calm,71558,Volatile
5492,Stocks,94,Loss Aversion,116426,Crash
5493,Gold,26,FOMO,223055,Correction
5494,Real Estate,83,Herd,464483,Bull Run
5495,Commodities,21,Calm,148547,Crash
5496,Crypto,27,Calm,492115,Sideways
5497,Commodities,94,Panic,70254,Bull Run
5498,Crypto,8,Herd,10630,Sideways
5499,Gold,59,Herd,40801,Crash
5500,Stocks,98,Herd,476679,Correction
5501,Crypto,35,FOMO,51319,Volatile
5502,Bonds,76,Herd,368588,Volatile
5503,Gold,47,Herd,436291,Bull Run
5504,Stocks,35,Herd,167445,Crash
5505,Bonds,86,Calm,354941,Crash
5506,Gold,49,Loss Aversion,109356,Bull Run
5507,Stocks,80,Herd,241864,Correction
5508,Bonds,15,Calm,72534,Crash
5509,Bonds,36,Loss Aversion,227068,Crash
5510,Real Estate,71,Herd,383473,Sideways
5511,Crypto,71,FOMO,288165,Bull Run
5512,Stocks,41,Calm,160206,Bull Run
5513,Commodities,93,Calm,251574,Correction
5514,Stocks,48,Herd,455039,Crash
5515,Crypto,15,Loss Aversion,338068,Bull Run
5516,Real Estate,86,Panic,68549,Sideways
5517,Real Estate,72,Herd,446697,Correction
5518,Real Estate,14,FOMO,302113,Correction
5519,Bonds,70,Loss Aversion,257431,Sideways
5520,Real Estate,46,Calm,66643,Crash
5521,Commodities,37,FOMO,57434,Bull Run
5522,Real Estate,35,Calm,403452,Bull Run
5523,Commodities,78,Herd,442349,Correction
5524,Commodities,17,Calm,348611,Sideways
5525,Bonds,69,Loss Aversion,233440,Correction
5526,Crypto,58,Panic,85709,Sideways
5527,Gold,27,Calm,235579,Bull Run
5528,Crypto,18,Confirmation,34930,Volatile
5529,Gold,2,Confirmation,301732,Volatile
5530,Real Estate,88,FOMO,137003,Volatile
5531,Gold,23,Herd,230579,Crash
5532,Real Estate,74,Loss Aversion,128895,Volatile
5533,Commodities,96,Panic,447026,Bull Run
5534,Bonds,51,Calm,351873,Bull Run
5535,Stocks,11,Calm,155833,Sideways
5536,Real Estate,24,Panic,284297,Crash
5537,Real Estate,19,Calm,171844,Sideways
5538,Gold,60,Confirmation,96752,Crash
5539,Bonds,14,Loss Aversion,200714,Bull Run
5540,Crypto,8,Herd,397920,Correction
5541,Commodities,9,Loss Aversion,313835,Volatile
5542,Stocks,62,Loss Aversion,439103,Volatile
5543,Gold,88,Calm,104921,Crash
5544,Bonds,5,FOMO,36585,Sideways
5545,Commodities,64,Calm,431191,Sideways
5546,Bonds,6,FOMO,321418,Sideways
5547,Bonds,52,Panic,480465,Volatile
5548,Bonds,53,Loss Aversion,469367,Volatile
5549,Bonds,51,Calm,391982,Correction
5550,Commodities,3,Panic,203923,Correction
5551,Crypto,86,Panic,189730,Correction
5552,Real Estate,5,Confirmation,273003,Sideways
5553,Crypto,27,FOMO,117374,Crash
5554,Gold,28,Loss Aversion,274969,Bull Run
5555,Gold,26,Herd,111362,Sideways
5556,Gold,67,Herd,148608,Crash
5557,Crypto,73,Herd,342731,Correction
5558,Crypto,24,Herd,179614,Volatile
5559,Bonds,59,Herd,60719,Volatile
5560,Bonds,74,Herd,252608,Correction
5561,Commodities,78,Confirmation,457608,Correction
5562,Stocks,7,Confirmation,11208,Sideways
5563,Crypto,76,Confirmation,382485,Volatile
5564,Stocks,19,Confirmation,160598,Crash
5565,Crypto,28,Herd,56130,Correction
5566,Real Estate,84,Herd,398600,Volatile
5567,Gold,35,Panic,144555,Crash
5568,Real Estate,62,Loss Aversion,177124,Crash
5569,Real Estate,14,Calm,455215,Correction
5570,Stocks,71,FOMO,220660,Bull Run
5571,Commodities,16,Loss Aversion,250985,Sideways
5572,Bonds,76,Confirmation,161103,Bull Run
5573,Gold,98,FOMO,283018,Volatile
5574,Commodities,61,Confirmation,306219,Bull Run
5575,Real Estate,42,Herd,413970,Volatile
5576,Crypto,79,Panic,282084,Bull Run
5577,Real Estate,92,Loss Aversion,125941,Volatile
5578,Crypto,100,Panic,404648,Correction
5579,Real Estate,87,Loss Aversion,445564,Crash
5580,Commodities,85,Loss Aversion,366581,Sideways
5581,Bonds,30,Herd,322812,Sideways
5582,Gold,49,Herd,463276,Sideways
5583,Commodities,6,Herd,19868,Sideways
5584,Stocks,4,Loss Aversion,373404,Bull Run
5585,Real Estate,45,Calm,374650,Sideways
5586,Real Estate,52,Confirmation,441133,Volatile
5587,Stocks,44,Calm,117623,Sideways
5588,Stocks,87,Panic,368441,Sideways
5589,Commodities,91,Herd,480701,Bull Run
5590,Commodities,76,Calm,17125,Crash
5591,Crypto,13,Panic,237060,Crash
5592,Crypto,1,Loss Aversion,199292,Correction
5593,Real Estate,88,Confirmation,233106,Crash
5594,Real Estate,86,Loss Aversion,455975,Sideways
5595,Real Estate,51,Confirmation,468126,Bull Run
5596,Gold,6,Calm,109371,Crash
5597,Crypto,4,Confirmation,61445,Sideways
5598,Real Estate,5,Calm,495305,Correction
5599,Gold,11,Panic,86204,Correction
5600,Stocks,4,Confirmation,153227,Bull Run
5601,Bonds,97,Calm,118073,Sideways
5602,Gold,33,Loss Aversion,347768,Volatile
5603,Gold,85,Loss Aversion,460977,Crash
5604,Commodities,33,Calm,290833,Bull Run
5605,Stocks,66,Herd,293452,Sideways
5606,Bonds,95,Calm,118776,Volatile
5607,Gold,63,Calm,242911,Sideways
5608,Gold,66,FOMO,215039,Sideways
5609,Gold,77,Panic,389174,Crash
5610,Stocks,10,Loss Aversion,99836,Bull Run
5611,Real Estate,17,FOMO,230230,Sideways
5612,Stocks,8,Confirmation,395458,Sideways
5613,Gold,83,Herd,80024,Volatile
5614,Gold,82,Calm,314259,Crash
5615,Real Estate,81,Loss Aversion,490280,Crash
5616,Bonds,88,Confirmation,367646,Correction
5617,Real Estate,5,FOMO,197339,Volatile
5618,Gold,72,Confirmation,53082,Volatile
5619,Gold,27,Panic,191324,Bull Run
5620,Gold,45,Calm,400183,Correction
5621,Crypto,79,Panic,275352,Correction
5622,Real Estate,45,Herd,109957,Sideways
5623,Crypto,99,Confirmation,369865,Correction
5624,Real Estate,22,Loss Aversion,139125,Crash
5625,Crypto,88,Panic,300454,Correction
5626,Commodities,57,FOMO,312371,Sideways
5627,Bonds,94,FOMO,344120,Crash
5628,Commodities,6,Calm,107919,Correction
5629,Commodities,11,FOMO,318702,Correction
5630,Bonds,96,Herd,387204,Correction
5631,Commodities,62,FOMO,145142,Volatile
5632,Real Estate,43,FOMO,397918,Sideways
5633,Bonds,83,Herd,450730,Correction
5634,Crypto,78,Panic,464760,Bull Run
5635,Commodities,56,Herd,66890,Bull Run
5636,Bonds,100,Confirmation,177794,Crash
5637,Commodities,50,Calm,318209,Crash
5638,Crypto,92,Loss Aversion,57972,Volatile
5639,Crypto,98,Panic,127492,Volatile
5640,Commodities,6,Loss Aversion,441832,Volatile
5641,Gold,97,Confirmation,299307,Sideways
5642,Crypto,51,Herd,406187,Volatile
5643,Real Estate,48,FOMO,332425,Correction
5644,Crypto,23,Loss Aversion,244252,Crash
5645,Stocks,29,Herd,45051,Sideways
5646,Stocks,91,Confirmation,23564,Volatile
5647,Crypto,14,Calm,420680,Crash
5648,Bonds,79,Calm,382788,Sideways
5649,Bonds,44,Loss Aversion,273045,Sideways
5650,Commodities,32,Calm,186201,Sideways
5651,Crypto,64,Calm,244006,Sideways
5652,Commodities,4,Confirmation,402552,Correction
5653,Bonds,41,Calm,431043,Bull Run
5654,Crypto,54,Panic,296629,Correction
5655,Stocks,87,Panic,193326,Correction
5656,Crypto,80,FOMO,168570,Correction
5657,Commodities,26,Confirmation,183820,Bull Run
5658,Crypto,85,Confirmation,53394,Sideways
5659,Commodities,80,Loss Aversion,281968,Volatile
5660,Crypto,18,FOMO,391879,Correction
5661,Crypto,87,Confirmation,118600,Sideways
5662,Stocks,64,Confirmation,379430,Bull Run
5663,Bonds,55,Calm,416554,Crash
5664,Stocks,15,Panic,95120,Correction
5665,Stocks,24,Panic,422174,Bull Run
5666,Gold,50,Panic,93858,Bull Run
5667,Real Estate,56,FOMO,389330,Crash
