id,username,level,xp_points,badge,score
5187,Sigma,20,1043,Gold,55.63
5188,Echo,41,4043,Bronze,62.92
5189,Echo,47,716,None,75.2
5190,Zeta,42,4830,Bronze,50.36
5191,Nova,25,3811,Gold,2.06
5192,Sigma,43,3217,None,66.56
5193,Zeta,39,2439,Bronze,2.52
5194,Alpha,40,1773,Bronze,96.74
5195,Charlie,25,4381,Platinum,39.05
5196,Delta,9,2495,Silver,20.06
5197,Delta,44,3442,None,47.73
5198,Sigma,35,2286,Gold,73.36
5199,Zeta,46,3729,Silver,14.42
5200,Charlie,33,4633,Silver,45.12
5201,Bravo,25,1054,Bronze,74.4
5202,Alpha,12,4234,Bronze,3.05
5203,Sigma,9,1877,Bronze,44.71
5204,Sigma,11,157,None,59.57
5205,Alpha,6,674,Silver,43.67
5206,Bravo,15,937,Bronze,42.33
5207,Bravo,38,3518,None,65.99
5208,Bravo,25,717,Silver,74.65
5209,Gamma,37,1443,None,81.36
5210,Sigma,7,981,Platinum,33.31
5211,Echo,45,3912,Gold,50.13
5212,Alpha,10,1455,Gold,48.08
5213,Alpha,16,3567,Silver,10.72
5214,Gamma,23,2145,Platinum,95.47
5215,Echo,41,892,Gold,82.73
5216,Alpha,11,918,Gold,59.62
5217,Echo,10,3526,Gold,45.53
5218,Delta,18,4954,Gold,6.86
5219,Gamma,15,486,Bronze,49.14
5220,Sigma,50,3659,Bronze,64.9
5221,Delta,34,3673,Platinum,93.53
5222,Foxtrot,35,107,Gold,72.56
5223,Echo,16,1930,Silver,8.45
5224,Nova,33,1510,Bronze,38.17
5225,Alpha,30,456,None,98.98
5226,Echo,49,4290,Silver,78.35
5227,Zeta,2,3803,None,80.6
5228,Nova,4,2226,Gold,67.11
5229,Alpha,3,2190,Bronze,56.42
5230,Nova,2,1172,Bronze,95.04
5231,Foxtrot,22,3207,Bronze,15.27
5232,Alpha,44,3447,Silver,73.61
5233,Alpha,17,649,Silver,16.49
5234,Charlie,25,4236,Gold,46.19
5235,Echo,32,2058,Bronze,32.67
5236,Zeta,47,3287,Platinum,49.25
5237,Echo,31,2672,Gold,10.44
5238,Echo,39,4974,Platinum,22.93
5239,Foxtrot,5,1784,Gold,21.66
5240,Bravo,40,4624,None,93.32
5241,Gamma,43,900,Silver,79.87
5242,Charlie,26,5,Bronze,1.51
5243,Gamma,7,4284,Gold,50.45
5244,Charlie,14,2185,Bronze,29.26
5245,Foxtrot,26,33,None,48.86
5246,Echo,38,3484,Platinum,12.94
5247,Echo,44,3703,Silver,19.11
5248,Sigma,32,2359,Silver,10.39
5249,Echo,30,2185,Gold,26.8
5250,Alpha,38,4503,Gold,83.59
5251,Zeta,34,2564,Gold,18.71
5252,Alpha,11,2244,Silver,69.9
5253,Charlie,39,232,None,1.25
5254,Gamma,50,1123,Gold,20.11
5255,Delta,41,1273,Bronze,11.88
5256,Alpha,9,3776,Gold,92.59
5257,Alpha,20,1781,Bronze,6.33
5258,Bravo,16,4986,Platinum,54.4
5259,Delta,35,3731,Gold,64.54
5260,Foxtrot,30,3110,Silver,73.66
5261,Zeta,29,694,Bronze,11.68
5262,Echo,42,4944,Silver,86.53
5263,Gamma,48,325,Platinum,63.48
5264,Echo,34,2958,Gold,84.76
5265,Sigma,21,2832,Platinum,56.6
5266,Bravo,44,1982,Silver,91.92
5267,Echo,24,3385,Gold,25.73
5268,Gamma,15,722,None,28.58
5269,Bravo,7,604,None,58.19
5270,Gamma,9,2778,Platinum,16.56
5271,Alpha,48,1027,None,38.73
5272,Gamma,44,2115,None,16.61
5273,Alpha,46,276,None,88.75
5274,Delta,14,1498,Platinum,13.96
5275,Gamma,9,3764,Platinum,8.14
5276,Gamma,41,4757,Gold,95.48
5277,Zeta,12,2130,None,13.32
5278,Sigma,42,4156,None,0.56
5279,Alpha,9,366,Silver,54.35
5280,Zeta,20,313,Gold,95.77
5281,Foxtrot,21,1948,Platinum,94.3
5282,Foxtrot,17,4175,Platinum,2.82
5283,Bravo,22,646,Platinum,34.01
5284,Sigma,13,3702,None,2.49
5285,Bravo,44,3131,Gold,83.31
5286,Charlie,49,4048,Bronze,52.6
5287,Gamma,3,4107,Silver,35.59
5288,Foxtrot,15,1560,Silver,69.84
5289,Alpha,44,931,None,39.1
5290,Sigma,26,1502,Silver,39.6
5291,Sigma,15,3146,Gold,35.54
5292,Gamma,34,3174,Silver,42.06
5293,Alpha,35,219,Platinum,77.56
5294,Echo,30,1973,None,38.23
5295,Bravo,17,821,None,66.79
5296,Delta,46,4413,Platinum,17.82
5297,Zeta,41,4629,Bronze,99.8
5298,Alpha,12,1825,Bronze,61.01
5299,Delta,25,1555,Platinum,24.01
5300,Bravo,37,1103,Bronze,38.81
5301,Sigma,28,1183,Gold,67.84
5302,Charlie,1,1862,None,1.15
5303,Echo,5,2535,Bronze,39.18
5304,Charlie,26,1159,None,4.39
5305,Charlie,38,2987,Gold,76.56
5306,Zeta,21,4786,Platinum,50.51
5307,Zeta,13,4024,Platinum,92.57
5308,Charlie,37,720,Gold,91.25
5309,Echo,22,3602,None,21.76
5310,Echo,13,3658,Silver,18.14
5311,Gamma,23,1024,Gold,63.82
5312,Zeta,4,3759,Bronze,41.2
5313,Nova,41,302,Bronze,70.5
5314,Charlie,28,1433,None,73.82
5315,Foxtrot,16,3220,Silver,91.54
5316,Nova,6,588,Bronze,42.27
5317,Bravo,49,979,Silver,61.62
5318,Gamma,3,2558,Gold,95.52
5319,Bravo,42,1775,Gold,4.05
5320,Nova,36,4302,Platinum,18.71
5321,Sigma,10,1344,Gold,0.79
5322,Delta,40,180,Bronze,14.24
5323,Bravo,21,2535,Gold,22.28
5324,Sigma,4,701,None,21.64
5325,Charlie,40,3220,Platinum,87.95
5326,Alpha,32,4782,Platinum,19.8
5327,Delta,22,3090,Platinum,42.06
5328,Sigma,30,1376,Bronze,37.73
5329,Bravo,50,452,Bronze,31.61
5330,Gamma,35,1063,Gold,4.62
5331,Gamma,41,4325,Platinum,85.22
5332,Nova,42,3659,Gold,48.69
5333,Gamma,35,980,None,72.44
5334,Alpha,3,4183,Bronze,47.86
5335,Echo,50,1766,Platinum,5.95
5336,Bravo,20,3058,Platinum,44.22
5337,Bravo,47,2122,Silver,47.43
5338,Bravo,23,4097,Bronze,52.33
5339,Bravo,6,465,None,15.28
5340,Echo,39,876,None,0.41
5341,Zeta,19,1774,Silver,24.01
5342,Charlie,34,2490,Silver,41.66
5343,Charlie,19,1957,Gold,83.4
5344,Zeta,34,2366,Platinum,26.45
5345,Echo,17,3925,None,39.42
5346,Zeta,22,4684,Platinum,30.26
5347,Sigma,35,1019,Bronze,78.77
5348,Sigma,18,3703,Platinum,10.42
5349,Zeta,6,3296,Silver,88.42
5350,Nova,49,3624,Gold,17.34
5351,Zeta,11,3822,Silver,5.29
5352,Foxtrot,47,3580,Gold,40.57
5353,Nova,38,3514,Platinum,44.31
5354,Foxtrot,12,1492,None,38.71
5355,Charlie,2,4551,None,95.09
5356,Sigma,8,1121,Silver,55.19
5357,Echo,14,2189,Platinum,66.96
5358,Echo,30,2506,Bronze,1.15
5359,Bravo,10,2112,None,55.78
5360,Alpha,42,4263,Gold,85.76
5361,Alpha,11,844,Platinum,41.54
5362,Echo,25,3947,Silver,10.98
5363,Zeta,26,2543,Bronze,35.97
5364,Gamma,36,3477,None,41.84
5365,Sigma,35,3206,Gold,58.2
5366,Sigma,29,3518,None,15.78
5367,Charlie,35,774,None,22.1
5368,Sigma,23,1067,Gold,0.54
5369,Sigma,40,574,Silver,23.5
5370,Echo,21,4394,Silver,65.55
5371,Alpha,11,2019,None,8.71
5372,Nova,8,1632,None,98.09
5373,Bravo,2,1043,Platinum,97.02
5374,Nova,33,819,Gold,53.66
5375,Nova,35,3629,Platinum,16.66
5376,Nova,31,4181,Bronze,80.95
5377,Bravo,40,705,Platinum,41.63
5378,Zeta,46,963,None,51.4
5379,Alpha,39,1842,Bronze,12.58
5380,Zeta,23,150,Gold,55.25
5381,Zeta,17,580,Bronze,13.45
5382,Echo,23,2696,None,12.19
5383,Foxtrot,33,3438,Silver,0.94
5384,Sigma,9,923,None,44.28
5385,Charlie,49,2382,Platinum,82.04
5386,Zeta,20,978,Silver,66.15
5387,Charlie,26,4403,None,49.32
5388,Bravo,21,2983,Platinum,55.46
5389,Gamma,8,161,Platinum,71.98
5390,Charlie,42,2015,Silver,21.71
5391,Gamma,39,246,Gold,88.74
5392,Sigma,23,2644,Silver,59.4
5393,Zeta,16,4166,Bronze,40.38
5394,Charlie,40,857,Platinum,0.56
5395,Charlie,42,669,None,92.59
5396,Foxtrot,41,4227,Silver,1.91
5397,Gamma,5,2513,Silver,82.03
5398,Zeta,26,4347,Bronze,81.02
5399,Foxtrot,49,314,None,80.72
5400,Bravo,36,1168,Gold,62.96
5401,Nova,11,814,Platinum,8.47
5402,Charlie,5,4759,Silver,46.66
5403,Charlie,27,2047,None,97.29
5404,Nova,17,2712,Silver,23.71
5405,Alpha,1,681,Gold,39.97
5406,Alpha,29,3175,Bronze,43.13
5407,Bravo,20,143,None,73.66
5408,Zeta,43,1642,Gold,33.13
5409,Bravo,42,3067,Silver,79.59
5410,Bravo,36,3700,None,81.11
5411,Zeta,34,4001,Gold,52.41
5412,Bravo,29,4912,Gold,55.9
5413,Echo,20,2947,Gold,53.2
5414,Sigma,37,2441,Platinum,12.99
5415,Echo,17,2721,Platinum,97.07
5416,Alpha,27,361,Platinum,7.15
5417,Bravo,6,1841,Silver,46.0
5418,Echo,9,2949,Bronze,97.42
5419,Gamma,5,625,None,91.84
5420,Bravo,26,997,None,84.93
5421,Zeta,5,4913,Platinum,15.64
5422,Bravo,46,3540,None,0.31
5423,Delta,41,4815,Bronze,67.53
5424,Nova,11,511,Gold,6.67
5425,Zeta,25,4212,Silver,43.36
5426,Echo,17,10,None,98.18
5427,Echo,28,646,Gold,39.27
5428,Alpha,39,1090,Platinum,77.93
5429,Alpha,23,439,Gold,41.41
5430,Alpha,12,4987,Gold,94.0
5431,Foxtrot,41,2845,Silver,33.19
5432,Zeta,27,4786,Platinum,34.04
5433,Charlie,8,2668,Silver,38.95
5434,Delta,11,655,Platinum,20.71
5435,Delta,35,4140,None,37.55
5436,Zeta,9,2947,Gold,0.91
5437,Zeta,34,1074,Platinum,35.92
5438,Alpha,17,753,Platinum,92.39
5439,Delta,6,376,Bronze,76.74
5440,Bravo,5,4114,Platinum,98.92
5441,Charlie,16,4474,Bronze,9.29
5442,Gamma,37,4706,Bronze,98.24
5443,Charlie,48,1734,None,42.12
5444,Sigma,28,2879,None,53.59
5445,Bravo,36,1014,Bronze,99.56
5446,Zeta,20,444,Platinum,88.97
5447,Nova,24,2213,Gold,68.23
5448,Nova,6,1955,Gold,99.73
5449,Nova,16,3649,Platinum,19.1
5450,Delta,8,821,Bronze,6.8
5451,Nova,27,1146,Gold,41.28
5452,Delta,2,2261,Platinum,7.33
5453,Echo,24,1516,Gold,77.67
5454,Echo,38,4634,Silver,98.2
5455,Delta,9,1790,Silver,11.55
5456,Charlie,6,3039,Gold,22.16
5457,Foxtrot,11,468,Platinum,81.92
5458,Sigma,6,3712,Silver,66.49
5459,Zeta,21,3129,Platinum,29.94
5460,Sigma,40,1049,Platinum,43.82
5461,Charlie,28,2223,None,40.73
5462,Zeta,1,1589,Bronze,71.14
5463,Delta,44,144,None,14.85
5464,Bravo,36,500,Silver,38.42
5465,Echo,13,1061,Silver,5.81
5466,Bravo,30,3754,Bronze,97.14
5467,Sigma,31,2706,None,16.31
5468,Alpha,50,2054,Silver,25.03
5469,Charlie,26,4475,Gold,68.15
5470,Delta,46,2456,None,85.89
5471,Nova,13,567,Silver,79.62
5472,Sigma,46,3857,None,51.87
5473,Delta,3,4733,Gold,66.25
5474,Echo,40,1137,Platinum,58.89
5475,Foxtrot,42,4441,Gold,65.21
5476,Nova,21,4598,Platinum,61.92
5477,Nova,4,4379,Gold,74.85
5478,Charlie,38,420,Gold,44.83
5479,Delta,37,1020,Gold,55.07
5480,Echo,30,4497,Platinum,74.51
5481,Echo,6,3368,None,73.21
5482,Nova,27,2953,Gold,29.81
5483,Nova,46,52,Gold,27.09
5484,Foxtrot,2,9,Bronze,88.72
5485,Nova,28,2524,Gold,51.97
5486,Alpha,48,106,Bronze,86.35
5487,Charlie,30,3920,Gold,47.48
5488,Gamma,30,241,Platinum,28.67
5489,Zeta,9,2373,None,53.38
5490,Alpha,6,4225,Gold,83.74
5491,Foxtrot,22,4145,None,7.66
5492,Bravo,35,3323,Platinum,69.84
5493,Charlie,36,2856,Platinum,59.36
5494,Gamma,48,3733,Gold,78.83
5495,Zeta,48,3319,None,22.62
5496,Charlie,28,580,Bronze,36.48
5497,Alpha,23,2698,Bronze,59.4
5498,Alpha,27,2695,Silver,22.4
5499,Alpha,40,1155,Bronze,55.0
5500,Bravo,41,2386,Silver,79.69
5501,Gamma,20,2965,Bronze,92.67
5502,Nova,7,297,Platinum,14.32
5503,Echo,33,576,Silver,12.23
5504,Bravo,12,3272,None,68.72
5505,Foxtrot,6,4616,Platinum,24.92
5506,Echo,24,224,Bronze,53.86
5507,Sigma,16,4809,Gold,63.41
5508,Zeta,2,4320,Bronze,67.57
5509,Alpha,5,1766,Platinum,68.5
5510,Delta,47,2430,Platinum,76.79
5511,Charlie,33,3958,Gold,86.99
5512,Sigma,43,3577,Platinum,82.05
5513,Gamma,7,1756,Bronze,51.72
5514,Bravo,35,672,None,98.07
5515,Zeta,30,3791,Platinum,35.66
5516,Charlie,45,693,Platinum,75.78
5517,Charlie,11,3604,Gold,83.23
5518,Zeta,40,4564,Platinum,72.14
5519,Delta,46,176,None,54.22
5520,Charlie,32,2495,Bronze,25.56
5521,Charlie,40,4129,Silver,18.94
5522,Alpha,19,1171,Bronze,1.4
5523,Echo,15,2733,None,11.3
5524,Sigma,41,2850,Silver,36.56
5525,Delta,22,1362,Platinum,53.48
5526,Charlie,29,4144,Bronze,8.69
5527,Bravo,7,1266,None,56.65
5528,Bravo,14,2161,None,40.59
5529,Delta,24,4046,None,68.91
5530,Delta,27,13,Bronze,32.24
5531,Alpha,25,1944,Gold,22.06
5532,Alpha,42,4484,Gold,11.45
5533,Sigma,13,2514,Platinum,45.58
5534,Alpha,13,1815,Silver,41.99
5535,Echo,27,4752,Gold,41.79
5536,Foxtrot,46,3731,Platinum,42.39
5537,Foxtrot,8,2057,Platinum,80.28
5538,Zeta,41,3077,None,0.16
5539,Zeta,48,2161,None,62.28
5540,Echo,29,3964,Bronze,17.33
5541,Gamma,24,3044,Bronze,3.15
5542,Bravo,43,4750,Bronze,92.81
5543,Nova,35,4199,Silver,85.21
5544,Bravo,46,2252,Gold,92.67
5545,Echo,4,3177,Gold,75.68
5546,Sigma,48,1418,Platinum,42.0
5547,Foxtrot,12,174,Gold,65.63
5548,Gamma,20,3886,Bronze,37.6
5549,Bravo,33,2220,None,68.5
5550,Alpha,22,2937,None,68.06
5551,Foxtrot,8,786,Silver,48.79
5552,Foxtrot,8,2500,Silver,37.82
5553,Sigma,44,151,Platinum,65.62
5554,Charlie,17,749,Platinum,41.31
5555,Delta,23,2931,Gold,13.97
5556,Foxtrot,31,213,None,48.6
5557,Foxtrot,32,4702,Gold,2.29
5558,Bravo,29,1144,Silver,43.73
5559,Zeta,15,4849,None,98.87
5560,Echo,40,3912,Platinum,90.95
5561,Nova,33,3565,Gold,42.56
5562,Gamma,49,4288,Silver,29.36
5563,Charlie,30,2280,None,47.26
5564,Echo,43,3532,Platinum,36.16
5565,Bravo,8,3166,Platinum,73.18
5566,Zeta,43,2364,Gold,92.93
5567,Gamma,24,4829,Platinum,5.18
5568,Delta,44,2970,None,45.55
5569,Echo,25,1077,Silver,91.57
5570,Nova,32,135,None,50.92
5571,Nova,16,331,Silver,34.92
5572,Nova,24,2378,None,55.17
5573,Gamma,36,479,None,18.97
5574,Zeta,11,3138,None,84.72
5575,Bravo,16,580,None,63.98
5576,Echo,14,1918,Gold,89.54
5577,Alpha,6,3334,Platinum,62.08
5578,Sigma,46,4359,None,97.33
5579,Gamma,21,25,Silver,17.57
5580,Foxtrot,49,299,Gold,92.32
5581,Delta,31,4425,Gold,53.37
5582,Delta,35,4060,None,51.04
5583,Delta,20,314,Gold,2.3
5584,Zeta,29,1037,Silver,69.43
5585,Alpha,30,1038,Bronze,44.51
5586,Foxtrot,44,4787,Platinum,41.99
5587,Sigma,15,3543,Bronze,67.1
5588,Echo,7,1088,Platinum,23.83
5589,Foxtrot,5,2159,None,98.28
5590,Foxtrot,14,1500,None,78.08
5591,Sigma,31,2283,Silver,45.02
5592,Echo,14,4022,None,98.11
5593,Alpha,10,396,Gold,3.43
5594,Nova,46,451,None,24.92
5595,Foxtrot,13,4709,None,68.34
5596,Zeta,45,3390,None,81.42
5597,Delta,37,785,Silver,5.33
5598,Nova,12,3992,Platinum,85.72
5599,Gamma,24,932,Silver,33.86
5600,Delta,48,4652,Platinum,82.04
5601,Echo,12,496,Silver,80.86
5602,Gamma,14,3482,None,14.89
5603,Charlie,35,3467,Platinum,86.87
5604,Echo,47,2025,Platinum,34.75
5605,Echo,16,3919,Platinum,25.15
5606,Gamma,6,552,Gold,19.22
5607,Delta,33,711,Platinum,6.46
5608,Nova,47,1262,Bronze,59.21
5609,Bravo,28,2878,None,27.64
5610,Zeta,8,1491,Bronze,11.47
5611,Foxtrot,13,2813,Gold,75.67
5612,Nova,34,934,Bronze,2.69
5613,Charlie,2,3560,Gold,37.39
5614,Echo,16,3208,Bronze,86.34
5615,Zeta,32,2822,None,0.27
5616,Echo,34,2721,Silver,48.85
5617,Zeta,12,4036,Bronze,48.32
5618,Foxtrot,18,3126,Silver,75.64
5619,Sigma,37,2077,Bronze,37.64
5620,Alpha,44,3537,Gold,35.38
5621,Charlie,26,3435,Gold,37.87
5622,Bravo,46,404,Gold,2.77
5623,Delta,28,3489,Platinum,22.38
5624,Foxtrot,12,2678,Silver,38.78
5625,Bravo,45,1639,Silver,66.15
5626,Delta,36,42,Platinum,34.34
5627,Delta,4,986,Silver,42.51
5628,Gamma,30,1845,Gold,58.87
5629,Foxtrot,38,996,Silver,50.47
5630,Nova,5,3749,None,59.04
5631,Zeta,12,4548,Silver,55.48
5632,Zeta,40,932,None,81.05
5633,Bravo,47,1482,Gold,48.74
5634,Gamma,29,1787,Silver,75.29
5635,Sigma,28,4939,Platinum,89.53
5636,Bravo,15,4528,None,93.63
5637,Gamma,31,4460,Silver,58.31
5638,Sigma,23,926,Bronze,72.59
5639,Alpha,16,2339,Gold,50.24
5640,Gamma,39,2897,Gold,39.74
5641,Gamma,27,143,Gold,97.82
5642,Echo,7,2839,Bronze,6.55
5643,Zeta,41,2236,None,21.55
5644,Alpha,16,4437,Platinum,69.34
5645,Nova,3,4318,None,8.82
5646,Zeta,6,1737,Platinum,96.13
5647,Zeta,43,2806,Platinum,10.46
5648,Gamma,19,4031,Gold,12.57
5649,Delta,43,890,Gold,4.31
5650,Delta,36,333,Silver,55.6
5651,Alpha,28,4671,None,68.58
5652,Foxtrot,2,4555,Silver,81.59
5653,Foxtrot,34,4468,Gold,65.21
5654,Nova,17,2527,Platinum,15.65
5655,Nova,38,2571,Silver,30.86
5656,Delta,3,1538,Platinum,45.86
5657,Echo,30,3318,Bronze,77.81
5658,Zeta,19,861,None,60.69
5659,Zeta,39,2103,Platinum,63.79
5660,Foxtrot,29,875,None,96.53
5661,Bravo,4,22,Platinum,98.83
5662,Echo,10,1781,None,34.9
5663,Zeta,45,3765,Platinum,58.04
5664,Alpha,20,1057,None,37.98
5665,Alpha,10,2788,None,67.35
5666,Charlie,45,1,Gold,24.48
5667,Sigma,13,1772,None,35.92
5668,Alpha,37,2,Silver,56.23
5669,Gamma,6,3514,Bronze,32.42
5670,Bravo,1,3077,Platinum,12.08
5671,Charlie,8,2708,Silver,74.26
5672,Bravo,7,2360,Platinum,4.51
5673,Echo,10,2184,Gold,92.27
5674,Bravo,7,4875,Bronze,10.72
5675,Echo,30,289,Silver,74.25
5676,Sigma,30,2760,Silver,26.34
5677,Charlie,25,4043,Silver,5.54
5678,Charlie,30,4070,Platinum,16.0
5679,Nova,39,886,Gold,34.28
5680,Foxtrot,32,4990,Platinum,44.44
5681,Gamma,32,1747,Silver,63.31
5682,Charlie,6,956,Platinum,12.92
5683,Sigma,19,3349,Silver,45.04
5684,Sigma,33,755,Platinum,67.4
5685,Zeta,1,2573,Silver,61.6
5686,Delta,50,3475,None,74.43
5687,Delta,39,4558,Platinum,4.1
5688,Bravo,21,2829,None,86.58
5689,Nova,2,4454,Platinum,26.0
5690,Bravo,45,2169,Gold,90.94
5691,Delta,18,1447,Gold,38.27
5692,Charlie,24,4825,Gold,17.5
5693,Bravo,27,1824,Platinum,55.07
5694,Bravo,20,4613,Platinum,84.28
5695,Gamma,27,4339,Gold,69.79
5696,Sigma,47,2490,None,76.71
5697,Alpha,24,1084,Gold,67.18
5698,Foxtrot,26,253,None,27.51
5699,Alpha,10,3909,Silver,98.05
5700,Alpha,5,4642,Gold,38.93
5701,Bravo,9,2493,Gold,93.45
5702,Charlie,7,2010,Platinum,70.75
5703,Echo,14,59,None,8.81
5704,Alpha,2,4957,Bronze,46.35
5705,Gamma,21,3622,Gold,34.26
5706,Echo,36,2669,Silver,69.68
5707,Gamma,16,4717,Gold,71.47
5708,Alpha,30,3266,Bronze,44.64
5709,Nova,13,2779,Gold,70.19
5710,Foxtrot,31,124,Platinum,68.2
5711,Echo,47,1170,None,71.57
5712,Foxtrot,1,1268,Gold,62.25
5713,Delta,40,707,Platinum,83.99
5714,Gamma,6,577,Bronze,71.71
5715,Delta,20,4335,Bronze,3.05
5716,Foxtrot,25,2567,Bronze,23.69
5717,Echo,31,1507,None,79.88
5718,Echo,33,295,Bronze,92.2
5719,Gamma,24,4249,Bronze,74.23
5720,Bravo,47,568,Platinum,0.7
5721,Alpha,17,1318,Bronze,56.05
5722,Echo,27,3104,Bronze,11.65
5723,Echo,47,4628,Silver,95.01
5724,Sigma,18,1795,Bronze,13.99
5725,Echo,13,3485,None,78.36
5726,Sigma,34,2509,Bronze,97.97
5727,Nova,43,3596,Silver,37.17
5728,Gamma,1,1938,Silver,45.15
5729,Echo,21,3541,Silver,94.35
5730,Alpha,15,285,Silver,64.4
5731,Alpha,22,4249,Silver,73.71
5732,Foxtrot,31,1042,Platinum,52.17
5733,Charlie,39,1085,Silver,46.18
5734,Sigma,30,2698,Gold,88.57
5735,Sigma,25,263,Platinum,48.06
5736,Echo,7,2533,None,34.2
5737,Alpha,4,2109,Bronze,42.19
5738,Echo,44,2807,Bronze,26.39
5739,Delta,5,239,Silver,95.43
5740,Nova,10,4816,Bronze,10.12
5741,Delta,30,3041,Silver,16.46
5742,Alpha,8,827,Silver,15.29
5743,Zeta,22,2564,None,79.42
5744,Delta,33,4428,None,31.15
5745,Charlie,47,4674,None,88.85
5746,Sigma,14,4896,Gold,68.07
5747,Nova,28,4725,Silver,98.1
5748,Gamma,49,765,Bronze,74.86
5749,Charlie,23,1189,Silver,98.41
5750,Foxtrot,42,3669,Gold,81.67
5751,Nova,32,2423,Bronze,88.05
5752,Bravo,40,1792,Silver,29.89
5753,Gamma,18,1698,Bronze,23.26
5754,Alpha,10,2459,Bronze,50.14
5755,Alpha,22,2225,Bronze,66.62
5756,Gamma,36,4619,Bronze,65.29
5757,Zeta,42,3264,None,76.48
5758,Gamma,4,136,None,26.9
5759,Zeta,37,2533,Gold,80.87
5760,Charlie,46,1327,Bronze,70.04
5761,Echo,7,4524,Bronze,65.07
5762,Delta,37,2151,Bronze,45.3
5763,Alpha,41,1117,Silver,38.33
5764,Echo,36,1757,Platinum,98.75
5765,Delta,22,4643,Platinum,11.72
5766,Sigma,29,1552,None,50.59
5767,Delta,24,1092,Silver,86.89
5768,Nova,40,1215,None,54.98
5769,Echo,38,1262,Bronze,85.64
5770,Zeta,33,4818,None,95.71
5771,Echo,42,1322,None,71.74
5772,Foxtrot,3,3685,Platinum,10.54
5773,Nova,20,1315,Platinum,26.49
5774,Echo,15,4065,Silver,99.51
5775,Zeta,26,4370,Bronze,48.78
5776,Delta,41,831,Gold,96.1
5777,Charlie,30,1080,Silver,45.97
5778,Foxtrot,3,4170,Silver,96.42
5779,Charlie,14,4039,None,28.43
5780,Echo,43,3289,Platinum,4.84
5781,Delta,14,246,None,48.78
5782,Echo,20,3345,Silver,69.74
5783,Echo,5,1119,Platinum,70.0
5784,Gamma,42,4902,None,1.87
5785,Bravo,46,4557,Platinum,41.69
5786,Alpha,2,2093,None,75.63
5787,Delta,12,896,Silver,58.44
5788,Nova,33,2222,Platinum,44.24
5789,Sigma,48,3342,None,1.69
5790,Delta,18,2591,None,7.04
5791,Foxtrot,47,1938,None,31.56
5792,Echo,3,2928,Bronze,77.58
5793,Bravo,3,2328,Platinum,84.3
5794,Bravo,32,3390,None,42.39
5795,Gamma,7,3833,Gold,68.13
5796,Echo,30,4655,Gold,23.6
5797,Charlie,24,2691,None,56.18
5798,Alpha,1,326,Platinum,75.38
5799,Gamma,20,1680,Gold,2.79
5800,Nova,49,3700,Gold,41.62
5801,Alpha,44,189,None,11.87
5802,Echo,20,3121,Gold,4.81
5803,Charlie,38,3386,None,55.9
5804,Zeta,2,717,Platinum,11.17
5805,Foxtrot,46,2535,Silver,49.28
5806,Foxtrot,17,1737,None,67.45
5807,Sigma,14,2518,Platinum,95.77
5808,Zeta,34,4263,Platinum,81.49
5809,Gamma,15,1383,Bronze,74.25
5810,Alpha,24,1605,Gold,43.91
5811,Charlie,37,760,None,83.31
5812,Zeta,48,3163,Bronze,71.58
5813,Foxtrot,30,2140,Gold,27.31
5814,Delta,35,1414,Gold,48.84
5815,Bravo,23,4617,Silver,61.0
5816,Alpha,34,4946,None,19.49
5817,Echo,27,960,Gold,76.75
5818,Echo,21,4273,Gold,31.88
5819,Alpha,10,465,Platinum,2.8
5820,Gamma,7,1172,Silver,45.13
5821,Sigma,7,4319,Platinum,40.9
5822,Alpha,35,3746,Platinum,44.65
5823,Alpha,15,4601,None,56.63
5824,Foxtrot,47,3256,Silver,13.1
5825,Alpha,21,1604,Platinum,32.59
5826,Delta,8,1589,Gold,70.99
5827,Charlie,48,4487,Platinum,10.13
5828,Zeta,18,4887,Silver,74.74
5829,Sigma,42,1191,Platinum,48.03
5830,Gamma,46,2494,Bronze,70.8
5831,Delta,11,4013,Silver,97.24
5832,Nova,49,4083,Platinum,27.9
5833,Echo,25,3409,None,1.2
5834,Delta,27,944,Silver,89.85
5835,Alpha,35,1259,Gold,71.07
5836,Echo,48,1528,Bronze,12.9
5837,Foxtrot,38,1196,Platinum,74.47
5838,Alpha,9,509,Bronze,52.97
5839,Delta,23,547,Gold,86.65
5840,Bravo,10,3426,Bronze,15.93
5841,Echo,6,125,Gold,21.27
5842,Nova,47,3113,Silver,26.48
5843,Foxtrot,13,3137,None,93.3
5844,Alpha,24,2172,None,10.07
5845,Sigma,42,285,Bronze,55.42
5846,Delta,13,2541,Platinum,65.89
5847,Alpha,19,3430,Gold,19.23
5848,Gamma,43,605,Bronze,31.56
5849,Foxtrot,29,41,None,28.11
5850,Delta,19,2027,Bronze,63.77
5851,Charlie,41,2149,Gold,59.13
5852,Charlie,33,435,Platinum,50.69
5853,Foxtrot,2,2797,Gold,3.07
5854,Nova,30,3636,Silver,58.72
5855,Alpha,1,4036,Platinum,36.06
5856,Sigma,13,153,Silver,42.71
5857,Charlie,17,4868,Platinum,81.91
5858,Echo,10,4227,Platinum,6.97
5859,Echo,26,4706,Gold,56.87
5860,Nova,10,1637,Silver,59.44
5861,Zeta,22,3435,None,43.26
5862,Gamma,46,3136,Bronze,54.0
5863,Gamma,28,3031,Platinum,50.16
5864,Charlie,16,3774,Silver,97.06
